Questions,Query
Show Me The Trend Of Total NSV Along With Confidence High And Low For Year 2023?,"SELECT YearPeriod,
TotalNSV,
ConfindenceHigh,
Confindencelow
FROM
(SELECT YearPeriod,
TotalNSV,
((AVG([TotalNSV]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) + 1.96*(STDEV([TotalNSV]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""ConfindenceHigh"",
((AVG([TotalNSV]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) - 1.96*(STDEV([TotalNSV]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""Confindencelow""
FROM
(SELECT 
YearPeriod,
SUM([GSV Amount])-SUM(TradeCostsAmount) AS TotalNSV,
SUM([GSV Amount]) AS TotalGSV
FROM
(SELECT YearPeriod,
FY,
aggregated_data.id,
CASE
WHEN Level1 = 'Trade' THEN Amount
ELSE 0
END AS TradeCostsAmount,
CASE
WHEN Level1 = 'Total GSV Third Party' THEN Amount
ELSE 0
END AS [GSV Amount],
hierarchy.Level1
FROM [dbo].[aggregated_data]
LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
GROUP BY subquery.YearPeriod) AS Subquery2) as Subquery3
WHERE YearPeriod LIKE '2023%'"
Compare The Total NSV For YearPeriod 2023001 With Same Period Last Year,"SELECT current_period.YearPeriod AS CurrentYearPeriod,
current_period.TotalNSV AS CurrentTotalNSV,
previous_period.YearPeriod AS PreviousYearPeriod,
previous_period.TotalNSV AS PreviousTotalNSV,
current_period.TotalNSV - previous_period.TotalNSV AS TotalNSV_Difference,
(current_period.TotalNSV - previous_period.TotalNSV)*100/previous_period.TotalNSV AS 'TotalNSV_Difference%'
FROM
(
	SELECT YearPeriod,
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS TotalNSV
	FROM
	(SELECT YearPeriod,
	CASE
	WHEN Level1 = 'Trade' THEN Amount
	ELSE 0
	END AS TradeCostsAmount,
	CASE
	WHEN Level1 = 'Total GSV Third Party' THEN Amount
	ELSE 0
	END AS [GSV Amount],
	hierarchy.Level1
	FROM [dbo].[aggregated_data]
	LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod = 2023001
	GROUP BY YearPeriod
) AS current_period
JOIN
(
	SELECT YearPeriod,
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS TotalNSV
	FROM
	(SELECT YearPeriod,
	CASE
	WHEN Level1 = 'Trade' THEN Amount
	ELSE 0
	END AS TradeCostsAmount,
	CASE
	WHEN Level1 = 'Total GSV Third Party' THEN Amount
	ELSE 0
	END AS [GSV Amount],
	hierarchy.Level1
	FROM [dbo].[aggregated_data]
	LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod = 2022001
	GROUP BY YearPeriod
) AS previous_period 
ON current_period.YearPeriod = 2023001
AND previous_period.YearPeriod = 2022001;"
Compare The Total NSV For YearPeriod 2023001 With previous Period,"SELECT current_period.YearPeriod AS CurrentPeriod,
current_period.TotalNSV AS CurrentTotalNSV,
previous_period.YearPeriod AS PreviousPeriod,
previous_period.TotalNSV AS PreviousTotalNSV,
current_period.TotalNSV - previous_period.TotalNSV AS TotalNSV_Difference,
(current_period.TotalNSV - previous_period.TotalNSV)*100/previous_period.TotalNSV AS 'TotalNSV_Difference%'
FROM
(
	SELECT YearPeriod,
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS TotalNSV
	FROM
	(SELECT YearPeriod,
	CASE
	WHEN Level1 = 'Trade' THEN Amount
	ELSE 0
	END AS TradeCostsAmount,
	CASE
	WHEN Level1 = 'Total GSV Third Party' THEN Amount
	ELSE 0
	END AS [GSV Amount],
	hierarchy.Level1
	FROM [dbo].[aggregated_data]
	LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod = 2023001
	GROUP BY YearPeriod
) AS current_period
JOIN
(
	SELECT YearPeriod,
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS TotalNSV
	FROM
	(SELECT YearPeriod,
	CASE
	WHEN Level1 = 'Trade' THEN Amount
	ELSE 0
	END AS TradeCostsAmount,
	CASE
	WHEN Level1 = 'Total GSV Third Party' THEN Amount
	ELSE 0
	END AS [GSV Amount],
	hierarchy.Level1
	FROM [dbo].[aggregated_data]
	LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod = 2022013
	GROUP BY YearPeriod
) AS previous_period 
ON current_period.YearPeriod = 2023001
AND previous_period.YearPeriod = 2022013;"
Compare The Total NSV For YearPeriod 2023007 With previous Period,"SELECT current_period.YearPeriod AS CurrentPeriod,
current_period.TotalNSV AS CurrentTotalNSV,
previous_period.YearPeriod AS PreviousPeriod,
previous_period.TotalNSV AS PreviousTotalNSV,
current_period.TotalNSV - previous_period.TotalNSV AS TotalNSV_Difference,
(current_period.TotalNSV - previous_period.TotalNSV)*100/previous_period.TotalNSV AS 'TotalNSV_Difference%'
FROM
(
	SELECT YearPeriod,
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS TotalNSV
	FROM
	(SELECT YearPeriod,
	CASE
	WHEN Level1 = 'Trade' THEN Amount
	ELSE 0
	END AS TradeCostsAmount,
	CASE
	WHEN Level1 = 'Total GSV Third Party' THEN Amount
	ELSE 0
	END AS [GSV Amount],
	hierarchy.Level1
	FROM [dbo].[aggregated_data]
	LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod = 2023007
	GROUP BY YearPeriod
) AS current_period
JOIN
(
	SELECT YearPeriod,
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS TotalNSV
	FROM
	(SELECT YearPeriod,
	CASE
	WHEN Level1 = 'Trade' THEN Amount
	ELSE 0
	END AS TradeCostsAmount,
	CASE
	WHEN Level1 = 'Total GSV Third Party' THEN Amount
	ELSE 0
	END AS [GSV Amount],
	hierarchy.Level1
	FROM [dbo].[aggregated_data]
	LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod = 2023006
	GROUP BY YearPeriod
) AS previous_period 
ON current_period.YearPeriod = 2023007
AND previous_period.YearPeriod = 2023006;"
What Is My Total NSV YTD for 2023 period 3,"SELECT 
SUM(TotalNSV) as 'TotalNSVYTD'
FROM 
(
	SELECT YearPeriod,
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS TotalNSV
	FROM
	(
		SELECT YearPeriod,
		CASE
		WHEN Level1 = 'Trade' THEN Amount
		ELSE 0
		END AS TradeCostsAmount,
		CASE
		WHEN Level1 = 'Total GSV Third Party' THEN Amount
		ELSE 0
		END AS [GSV Amount],
		hierarchy.Level1
		FROM [dbo].[aggregated_data]
		LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID
	) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod BETWEEN '2023001' AND '2023003'
	GROUP BY YearPeriod
) as YTD_sq"
What Is My Total NSV YTD for 2023 period 13,"SELECT 
SUM(TotalNSV) as 'TotalNSVYTD'
FROM 
(
	SELECT YearPeriod,
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS TotalNSV
	FROM
	(
		SELECT YearPeriod,
		CASE
		WHEN Level1 = 'Trade' THEN Amount
		ELSE 0
		END AS TradeCostsAmount,
		CASE
		WHEN Level1 = 'Total GSV Third Party' THEN Amount
		ELSE 0
		END AS [GSV Amount],
		hierarchy.Level1
		FROM [dbo].[aggregated_data]
		LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID
	) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod BETWEEN '2023001' AND '2023013'
	GROUP BY YearPeriod
) as YTD_sq"
What Is My Total NSV YTD,"SELECT 
SUM(TotalNSV) as 'TotalNSVYTD'
FROM 
(
	SELECT YearPeriod,
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS TotalNSV
	FROM
	(
		SELECT YearPeriod,
		CASE
		WHEN Level1 = 'Trade' THEN Amount
		ELSE 0
		END AS TradeCostsAmount,
		CASE
		WHEN Level1 = 'Total GSV Third Party' THEN Amount
		ELSE 0
		END AS [GSV Amount],
		hierarchy.Level1
		FROM [dbo].[aggregated_data]
		LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID
	) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod BETWEEN FORMAT(CURRENT_TIMESTAMP,'yyyy')+'001' 
	AND FORMAT(CURRENT_TIMESTAMP,'yyyy')+RIGHT(REPLICATE('0',3)+FORMAT(CURRENT_TIMESTAMP,'MM'),3)
	GROUP BY YearPeriod
) as YTD_sq"
compare Total NSV at YTD level for 2023 period 3 with previous year,"with current_ytd as (
	SELECT
	SUM(TotalNSV) as 'YTD_2023003'
	FROM
	(
		SELECT YearPeriod,
		SUM([GSV Amount])-SUM(TradeCostsAmount) AS TotalNSV
		FROM
		(
			SELECT YearPeriod,
			CASE
			WHEN Level1 = 'Trade' THEN Amount
			ELSE 0
			END AS TradeCostsAmount,
			CASE
			WHEN Level1 = 'Total GSV Third Party' THEN Amount
			ELSE 0
			END AS [GSV Amount],
			hierarchy.Level1
			FROM [dbo].[aggregated_data]
			LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID
		) AS subquery
		WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
		AND YearPeriod BETWEEN '2023001' AND '2023003'
		GROUP BY YearPeriod
	) as sq
),
previous_ytd as (
	SELECT
	SUM(TotalNSV) as 'YTD_2022003'
	FROM
	(
		SELECT YearPeriod,
		SUM([GSV Amount])-SUM(TradeCostsAmount) AS TotalNSV
		FROM
		(
			SELECT YearPeriod,
			CASE
			WHEN Level1 = 'Trade' THEN Amount
			ELSE 0
			END AS TradeCostsAmount,
			CASE
			WHEN Level1 = 'Total GSV Third Party' THEN Amount
			ELSE 0
			END AS [GSV Amount],
			hierarchy.Level1
			FROM [dbo].[aggregated_data]
			LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID
		) AS subquery
		WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
		AND YearPeriod BETWEEN '2022001' AND '2022003'
		GROUP BY YearPeriod
	) as sq
)
select
YTD_2023003,
YTD_2022003,
((YTD_2023003 - YTD_2022003) / YTD_2022003)*100 as 'Diff_%'
from 
current_ytd, previous_ytd"
compare Total NSV at YTD level for 2023 period 13 with previous year,"with current_ytd as (
	SELECT
	SUM(TotalNSV) as 'YTD_2023013'
	FROM
	(
		SELECT YearPeriod,
		SUM([GSV Amount])-SUM(TradeCostsAmount) AS TotalNSV
		FROM
		(
			SELECT YearPeriod,
			CASE
			WHEN Level1 = 'Trade' THEN Amount
			ELSE 0
			END AS TradeCostsAmount,
			CASE
			WHEN Level1 = 'Total GSV Third Party' THEN Amount
			ELSE 0
			END AS [GSV Amount],
			hierarchy.Level1
			FROM [dbo].[aggregated_data]
			LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID
		) AS subquery
		WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
		AND YearPeriod BETWEEN '2023001' AND '2023013'
		GROUP BY YearPeriod
	) as sq
),
previous_ytd as (
	SELECT
	SUM(TotalNSV) as 'YTD_2022013'
	FROM
	(
		SELECT YearPeriod,
		SUM([GSV Amount])-SUM(TradeCostsAmount) AS TotalNSV
		FROM
		(
			SELECT YearPeriod,
			CASE
			WHEN Level1 = 'Trade' THEN Amount
			ELSE 0
			END AS TradeCostsAmount,
			CASE
			WHEN Level1 = 'Total GSV Third Party' THEN Amount
			ELSE 0
			END AS [GSV Amount],
			hierarchy.Level1
			FROM [dbo].[aggregated_data]
			LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID
		) AS subquery
		WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
		AND YearPeriod BETWEEN '2022001' AND '2022013'
		GROUP BY YearPeriod
	) as sq
)
select
YTD_2023013,
YTD_2022013,
((YTD_2023013 - YTD_2022013) / YTD_2022013)*100 as 'Diff_%'
from 
current_ytd, previous_ytd"
provide the difference of Total NSV for year 2023 period 1 vs last month and analyse contribution by Profit Center,"with current_period_profit_center as
(
	SELECT YearPeriod,
	Profit_Center_Desc,
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS CurrentPeriod_TotalNSV
	FROM
	(SELECT YearPeriod,
	Profit_Center_Desc,
	CASE
	WHEN Level1 = 'Trade' THEN Amount
	ELSE 0
	END AS TradeCostsAmount,
	CASE
	WHEN Level1 = 'Total GSV Third Party' THEN Amount
	ELSE 0
	END AS [GSV Amount],
	hierarchy.Level1
	FROM [dbo].[aggregated_data]
	LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod = 2023001
	GROUP BY YearPeriod,Profit_Center_Desc
),

previous_period_profit_center as
(
	SELECT YearPeriod,
	Profit_Center_Desc,
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS PreviousPeriod_TotalNSV
	FROM
	(SELECT YearPeriod,
	Profit_Center_Desc,
	CASE
	WHEN Level1 = 'Trade' THEN Amount
	ELSE 0
	END AS TradeCostsAmount,
	CASE
	WHEN Level1 = 'Total GSV Third Party' THEN Amount
	ELSE 0
	END AS [GSV Amount],
	hierarchy.Level1
	FROM [dbo].[aggregated_data]
	LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod = 2022013
	GROUP BY YearPeriod,Profit_Center_Desc

),

profit_center_combined as
(
	select
	cur.Profit_Center_Desc as 'X_datapoint',
	CurrentPeriod_TotalNSV-PreviousPeriod_TotalNSV as 'Y_datapoint'
	from current_period_profit_center cur
	FULL OUTER JOIN previous_period_profit_center prev ON cur.Profit_Center_Desc = prev.Profit_Center_Desc
),

previous_period_TotalNSV as
(
	SELECT
	'PreviousPeriodTotalNSV' as 'X_datapoint',
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS 'Y_datapoint'
	FROM
	(SELECT YearPeriod,
	CASE
	WHEN Level1 = 'Trade' THEN Amount
	ELSE 0
	END AS TradeCostsAmount,
	CASE
	WHEN Level1 = 'Total GSV Third Party' THEN Amount
	ELSE 0
	END AS [GSV Amount],
	hierarchy.Level1
	FROM [dbo].[aggregated_data]
	LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod = 2022013
	GROUP BY YearPeriod
),

current_period_TotalNSV as 
(
	SELECT
	'CurrentPeriodTotalNSV' as 'X_datapoint',
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS 'Y_datapoint'
	FROM
	(SELECT YearPeriod,
	CASE
	WHEN Level1 = 'Trade' THEN Amount
	ELSE 0
	END AS TradeCostsAmount,
	CASE
	WHEN Level1 = 'Total GSV Third Party' THEN Amount
	ELSE 0
	END AS [GSV Amount],
	hierarchy.Level1
	FROM [dbo].[aggregated_data]
	LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod = 2023001
	GROUP BY YearPeriod
)
select
X_datapoint,
Y_datapoint
from
(
	select *, 2 as 'order_col' from profit_center_combined WHERE X_datapoint IS NOT NULL
	UNION
	select *, 3 as 'order_col' from current_period_TotalNSV
	UNION
	select *,1 as 'order_col' from previous_period_TotalNSV
) as union_sq
ORDER BY order_col"
provide the difference of Total NSV for year 2023 period 13 vs last month and analyse contribution by Profit Center,"with current_period_profit_center as
(
	SELECT YearPeriod,
	Profit_Center_Desc,
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS CurrentPeriod_TotalNSV
	FROM
	(SELECT YearPeriod,
	Profit_Center_Desc,
	CASE
	WHEN Level1 = 'Trade' THEN Amount
	ELSE 0
	END AS TradeCostsAmount,
	CASE
	WHEN Level1 = 'Total GSV Third Party' THEN Amount
	ELSE 0
	END AS [GSV Amount],
	hierarchy.Level1
	FROM [dbo].[aggregated_data]
	LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod = 2023013
	GROUP BY YearPeriod,Profit_Center_Desc
),

previous_period_profit_center as
(
	SELECT YearPeriod,
	Profit_Center_Desc,
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS PreviousPeriod_TotalNSV
	FROM
	(SELECT YearPeriod,
	Profit_Center_Desc,
	CASE
	WHEN Level1 = 'Trade' THEN Amount
	ELSE 0
	END AS TradeCostsAmount,
	CASE
	WHEN Level1 = 'Total GSV Third Party' THEN Amount
	ELSE 0
	END AS [GSV Amount],
	hierarchy.Level1
	FROM [dbo].[aggregated_data]
	LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod = 2023012
	GROUP BY YearPeriod,Profit_Center_Desc

),

profit_center_combined as
(
	select
	cur.Profit_Center_Desc as 'X_datapoint',
	CurrentPeriod_TotalNSV-PreviousPeriod_TotalNSV as 'Y_datapoint'
	from current_period_profit_center cur
	FULL OUTER JOIN previous_period_profit_center prev ON cur.Profit_Center_Desc = prev.Profit_Center_Desc
),

previous_period_TotalNSV as
(
	SELECT
	'PreviousPeriodTotalNSV' as 'X_datapoint',
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS 'Y_datapoint'
	FROM
	(SELECT YearPeriod,
	CASE
	WHEN Level1 = 'Trade' THEN Amount
	ELSE 0
	END AS TradeCostsAmount,
	CASE
	WHEN Level1 = 'Total GSV Third Party' THEN Amount
	ELSE 0
	END AS [GSV Amount],
	hierarchy.Level1
	FROM [dbo].[aggregated_data]
	LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod = 2023012
	GROUP BY YearPeriod
),

current_period_TotalNSV as 
(
	SELECT
	'CurrentPeriodTotalNSV' as 'X_datapoint',
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS 'Y_datapoint'
	FROM
	(SELECT YearPeriod,
	CASE
	WHEN Level1 = 'Trade' THEN Amount
	ELSE 0
	END AS TradeCostsAmount,
	CASE
	WHEN Level1 = 'Total GSV Third Party' THEN Amount
	ELSE 0
	END AS [GSV Amount],
	hierarchy.Level1
	FROM [dbo].[aggregated_data]
	LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod = 2023013
	GROUP BY YearPeriod
)
select
X_datapoint,
Y_datapoint
from
(
	select *, 2 as 'order_col' from profit_center_combined WHERE X_datapoint IS NOT NULL
	UNION
	select *, 3 as 'order_col' from current_period_TotalNSV
	UNION
	select *,1 as 'order_col' from previous_period_TotalNSV
) as union_sq
ORDER BY order_col"
provide the difference of Total NSV for year 2023 period 1 vs last month and analyse by functional area,"with current_period_Func_Area_Desc as
(
	SELECT YearPeriod,
	Func_Area_Desc,
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS CurrentPeriod_TotalNSV
	FROM
	(SELECT YearPeriod,
	Func_Area_Desc,
	CASE
	WHEN Level1 = 'Trade' THEN Amount
	ELSE 0
	END AS TradeCostsAmount,
	CASE
	WHEN Level1 = 'Total GSV Third Party' THEN Amount
	ELSE 0
	END AS [GSV Amount],
	hierarchy.Level1
	FROM [dbo].[aggregated_data]
	LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod = 2023001
	GROUP BY YearPeriod,Func_Area_Desc
),

previous_period_Func_Area_Desc as
(
	SELECT YearPeriod,
	Func_Area_Desc,
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS PreviousPeriod_TotalNSV
	FROM
	(SELECT YearPeriod,
	Func_Area_Desc,
	CASE
	WHEN Level1 = 'Trade' THEN Amount
	ELSE 0
	END AS TradeCostsAmount,
	CASE
	WHEN Level1 = 'Total GSV Third Party' THEN Amount
	ELSE 0
	END AS [GSV Amount],
	hierarchy.Level1
	FROM [dbo].[aggregated_data]
	LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod = 2022013
	GROUP BY YearPeriod,Func_Area_Desc

),

profit_center_combined as
(
	select
	cur.Func_Area_Desc as 'X_datapoint',
	CurrentPeriod_TotalNSV-PreviousPeriod_TotalNSV as 'Y_datapoint'
	from current_period_Func_Area_Desc cur
	FULL OUTER JOIN previous_period_Func_Area_Desc prev ON cur.Func_Area_Desc = prev.Func_Area_Desc
),

previous_period_TotalNSV as
(
	SELECT
	'PreviousPeriodTotalNSV' as 'X_datapoint',
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS 'Y_datapoint'
	FROM
	(SELECT YearPeriod,
	CASE
	WHEN Level1 = 'Trade' THEN Amount
	ELSE 0
	END AS TradeCostsAmount,
	CASE
	WHEN Level1 = 'Total GSV Third Party' THEN Amount
	ELSE 0
	END AS [GSV Amount],
	hierarchy.Level1
	FROM [dbo].[aggregated_data]
	LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod = 2022013
	GROUP BY YearPeriod
),

current_period_TotalNSV as 
(
	SELECT
	'CurrentPeriodTotalNSV' as 'X_datapoint',
	SUM([GSV Amount])-SUM(TradeCostsAmount) AS 'Y_datapoint'
	FROM
	(SELECT YearPeriod,
	CASE
	WHEN Level1 = 'Trade' THEN Amount
	ELSE 0
	END AS TradeCostsAmount,
	CASE
	WHEN Level1 = 'Total GSV Third Party' THEN Amount
	ELSE 0
	END AS [GSV Amount],
	hierarchy.Level1
	FROM [dbo].[aggregated_data]
	LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
	WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
	AND YearPeriod = 2023001
	GROUP BY YearPeriod
)
select 
X_datapoint,
Y_datapoint
from
(
	select *, 2 as 'order_col' from profit_center_combined WHERE X_datapoint IS NOT NULL
	UNION
	select *, 3 as 'order_col' from current_period_TotalNSV
	UNION
	select *, 1 as 'order_col' from previous_period_TotalNSV
) as union_sq
ORDER BY order_col"
Compare The Advertising For year 2022 of 4th Period With Same Period Last Year,"SELECT current_period.YearPeriod AS CurrentYearPeriod,
current_period.AdvertisingAmount AS CurrentAdvertising,
previous_period.YearPeriod AS PreviousYearPeriod,
previous_period.AdvertisingAmount AS PreviousAdvertising,
current_period.AdvertisingAmount - previous_period.AdvertisingAmount AS Advertising_Difference,
(current_period.AdvertisingAmount - previous_period.AdvertisingAmount)*100/previous_period.AdvertisingAmount AS 'Advertising_Difference%'
FROM
(SELECT YearPeriod,
SUM(Amount) AS AdvertisingAmount
FROM [dbo].[aggregated_data] AS ad
JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
WHERE h.Level2 = 'Advertising'
AND YearPeriod = 2022004
GROUP BY YearPeriod) AS current_period
JOIN
(SELECT YearPeriod,
SUM(Amount) AS AdvertisingAmount
FROM [dbo].[aggregated_data] AS ad
JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
WHERE h.Level2 = 'Advertising'
AND YearPeriod = 2021004
GROUP BY YearPeriod) AS previous_period ON current_period.YearPeriod = 2022004
AND previous_period.YearPeriod = 2021004;"
Find the time frames in 2023 during which the sales of affiliate products do not fall within the confidence interval.,"SELECT YearPeriod, 
Amount as 'AffiliateProductSales',
ConfidenceHigh, 
Confidencelow,
CASE
WHEN Amount NOT BETWEEN Confidencelow AND ConfidenceHigh THEN 1
ELSE 0
END as 'IsOutOfInterval'
FROM
(SELECT YearPeriod,
Amount,
((AVG([Amount]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) + 1.96*(STDEV([Amount]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""ConfidenceHigh"",
((AVG([Amount]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) - 1.96*(STDEV([Amount]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""Confidencelow""
FROM
(SELECT YearPeriod,
SUM(AffiliateProductSales) AS Amount
FROM
(SELECT YearPeriod,
FY,
aggregated_data.id,
CASE
WHEN Level2 = 'Affiliates Sales - Products' THEN Amount
ELSE 0
END AS AffiliateProductSales,
hierarchy.Level2
FROM [dbo].[aggregated_data]
LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
WHERE subquery.Level2 IN ('Affiliates Sales - Products')
GROUP BY subquery.YearPeriod) AS Subquery2) as Subquery3
WHERE  YearPeriod LIKE '2023%'"
Identify the periods in 2022 and 2023 when internal manufacturing deviates from the confidence interval,"SELECT YearPeriod, 
[Amount] as 'InternalManufacturingAmount', 
ConfidenceHigh,
Confidencelow,
CASE
WHEN Amount NOT BETWEEN Confidencelow AND ConfidenceHigh THEN 1
ELSE 0
END as 'IsOutOfInterval'
FROM
(SELECT YearPeriod,
Amount,
((AVG([Amount]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) + 1.96*(STDEV([Amount]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""ConfidenceHigh"",
((AVG([Amount]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) - 1.96*(STDEV([Amount]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""Confidencelow""
FROM
(SELECT YearPeriod,
SUM(InternalManufacturingAmount) AS Amount
FROM
(SELECT YearPeriod,
FY,
aggregated_data.id,
CASE
WHEN Level2 = 'Internal Manufacturing' THEN Amount
ELSE 0
END AS InternalManufacturingAmount,
hierarchy.Level2
FROM [dbo].[aggregated_data]
LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
WHERE subquery.Level2 IN ('Internal Manufacturing')
GROUP BY subquery.YearPeriod) AS Subquery2) as Subquery3
WHERE YearPeriod LIKE '2022%' or YearPeriod LIKE '2023%'"
